country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Guatemala,Americas,121,2018,-5,0,0,0,NA,1,-1,0,0,0,0,-2,0,-2,0,-1,NA,NA,Guatemala
South Korea,Asia,121,2018,-5,0,0,0,NA,1,-2,-1,-1,0,0,-1,-1,0,0,0,NA,NA,South Korea
Madagascar,Africa,121,2018,-5,0,0,0,NA,0,-1,0,0,0,0,-2,0,-2,0,0,NA,NA,Madagascar
Republic of the Congo,Africa,121,2018,-5,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,0,NA,NA,Republic of the Congo
Suriname,Americas,121,2018,-5,0,0,0,NA,0,-1,-1,-1,0,0,-1,0,0,0,-1,NA,NA,Suriname
Tunisia,Africa,121,2018,-5,0,0,0,NA,1,-1,0,-1,-1,0,-1,0,-1,0,-1,NA,NA,Tunisia
Angola,Africa,133,2018,-6,0,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Angola
Bahrain,Asia,133,2018,-6,0,0,0,NA,0,-2,0,0,0,0,-2,-1,0,0,-1,NA,NA,Bahrain
Burundi,Africa,133,2018,-6,0,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Burundi
Grenada,Americas,133,2018,-6,0,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Grenada
Ivory Coast,Africa,133,2018,-6,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,-1,NA,NA,Ivory Coast
Oman,Asia,133,2018,-6,0,0,0,NA,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,NA,NA,Oman
Pakistan,Asia,133,2018,-6,0,0,0,NA,0,-2,0,-1,-1,0,-1,-1,-1,0,1,NA,NA,Pakistan
Paraguay,Americas,133,2018,-6,0,0,0,NA,0,-1,0,-1,0,0,-1,0,-2,0,-1,NA,NA,Paraguay
Sierra Leone,Africa,133,2018,-6,0,0,0,NA,0,-1,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Sierra Leone
Trinidad & Tobago,Americas,133,2018,-6,0,0,0,NA,0,-1,-1,0,-1,0,-1,0,-1,0,-1,NA,NA,Trinidad and Tobago
Bangladesh,Asia,143,2018,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-1,0,1,NA,NA,Bangladesh
Bhutan,Asia,143,2018,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Bhutan
Brunei,Asia,143,2018,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Brunei
Central African Rep.,Africa,143,2018,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Central African Republic
Djibouti,Africa,143,2018,-7,0,0,0,NA,0,-2,0,0,-1,0,-2,-1,0,0,-1,NA,NA,Djibouti
Dominican Republic,Americas,143,2018,-7,0,0,0,NA,0,-2,-1,-1,0,0,-1,0,-2,0,0,NA,NA,Dominican Republic
Ghana,Africa,143,2018,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Ghana
Kenya,Africa,143,2018,-7,0,0,0,NA,-1,-1,0,-1,-1,0,-2,-1,0,0,0,NA,NA,Kenya
Liberia,Africa,143,2018,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Liberia
Nigeria,Africa,143,2018,-7,0,0,0,NA,0,0,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Nigeria
Togo,Africa,143,2018,-7,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Togo
Tonga,Oceania,143,2018,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Tonga
Vatican City,Europe,143,2018,-7,0,0,0,NA,0,-2,0,-1,0,0,-2,-1,0,0,-1,NA,NA,Vatican City
Zambia,Africa,143,2018,-7,0,0,0,NA,0,-2,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Zambia
Chad,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Chad
Comoros,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Comoros
Cook Islands,Oceania,157,2018,-8,-1,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,0,0,NA,NA,Cook Islands
Dominica,Americas,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Dominica
Eritrea,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Eritrea
Ethiopia,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Ethiopia
The Gambia,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,The Gambia
Haiti,Americas,157,2018,-8,0,0,0,NA,1,-2,0,-1,0,-1,-2,0,-2,0,-1,NA,NA,Haiti
Indonesia/Aceh,Asia,157,2018,-8,0,0,0,NA,1,-2,0,-1,-1,0,-2,-1,0,-1,-1,NA,NA,Indonesia/Aceh
Iraq,Asia,157,2018,-8,0,0,0,NA,0,-2,-1,0,0,0,-2,0,-2,0,-1,NA,NA,Iraq
Maldives,Asia,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Maldives
Mauritania,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,-1,-1,NA,NA,Mauritania
Morocco,Africa,157,2018,-8,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,-1,0,-1,NA,NA,Morocco
Russia,Europe,157,2018,-8,0,0,0,NA,1,-2,-1,-1,0,-1,-2,-1,-2,0,1,NA,NA,Russia
Senegal,Africa,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Senegal
Solomon Islands,Oceania,157,2018,-8,0,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,0,-1,NA,NA,Solomon Islands
Uzbekistan,Asia,157,2018,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Uzbekistan
Egypt,Africa,174,2018,-9,0,0,0,NA,0,-2,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Egypt
Guyana,Americas,174,2018,-9,0,0,0,NA,0,-2,0,-1,-1,0,-1,-1,-2,0,-1,NA,NA,Guyana
Jamaica,Americas,174,2018,-9,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Jamaica
Uganda,Africa,174,2018,-9,0,0,0,NA,0,-2,0,-1,-1,-1,-2,-1,0,0,-1,NA,NA,Uganda
Zimbabwe,Africa,174,2018,-9,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Zimbabwe
Afghanistan,Asia,187,2018,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,-2,-1,-1,NA,NA,Afghanistan
Cameroon,Africa,187,2018,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Cameroon
Libya,Africa,187,2018,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Libya
Malawi,Africa,187,2018,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Malawi
Qatar,Asia,187,2018,-10,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,0,-1,-1,NA,NA,Qatar
United Arab Emirates,Asia,192,2018,-11,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,NA,NA,United Arab Emirates
Yemen,Asia,192,2018,-11,0,0,0,NA,0,-2,-1,-1,-1,0,-2,0,-2,-1,-1,NA,NA,Yemen
Iran,Asia,194,2018,-14,0,0,0,NA,0,-2,0,-1,-1,0,-1,-1,-2,-5,-1,NA,NA,Iran
United Kingdom,Europe,1,2017,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,United Kingdom
Sweden,Europe,1,2017,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Sweden
Ireland,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Ireland
Finland,Europe,3,2017,8,3,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Finland
Iceland,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Iceland
Reunion,Africa,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Reunion
Denmark,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Denmark
Canada,Americas,3,2017,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Canada
France,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,France
Netherlands,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Netherlands
Belgium,Europe,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Belgium
Portugal,Europe,12,2017,7,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Portugal
Luxembourg,Europe,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Luxembourg
Spain,Europe,12,2017,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Spain
Norway,Europe,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Norway
Andorra,Europe,12,2017,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Andorra
Uruguay,Americas,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Uruguay
Gibraltar,Europe,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Gibraltar
Greenland,Americas,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Greenland
New Zealand,Oceania,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,New Zealand
Austria,Europe,12,2017,7,2,1,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Austria
Switzerland,Europe,22,2017,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Switzerland
French Polynesia,Oceania,22,2017,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,French Polynesia
Germany,Europe,22,2017,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Germany
New Caledonia,Oceania,22,2017,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,New Caledonia
Malta,Europe,22,2017,6,2,1,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Malta
Slovenia,Europe,22,2017,6,3,2,1,0,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Slovenia
Brazil,Americas,22,2017,6,1,2,2,1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Brazil
Israel,Asia,29,2017,5,2,1,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Israel
Estonia,Europe,29,2017,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Estonia
Czech Republic,Europe,29,2017,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Czech Republic
Martinique,Americas,29,2017,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Martinique
Guadeloupe,Americas,29,2017,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guadeloupe
United States of America,Americas,34,2017,4,1,2,2,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,United States of America
South Africa,Africa,34,2017,4,3,2,2,0,0,0,0,0,0,0,-1,0,-2,0,NA,NA,NA,South Africa
Argentina,Americas,34,2017,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Argentina
Puerto Rico,Americas,37,2017,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Puerto Rico
Colombia,Americas,37,2017,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Colombia
Guam,Oceania,37,2017,3,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Guam
Thailand,Asia,37,2017,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Thailand
Australia,Oceania,37,2017,3,1,0,1,1,1,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Australia
Ecuador,Americas,42,2017,2,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Ecuador
Liechtenstein,Europe,42,2017,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Liechtenstein
Hungary,Europe,42,2017,2,2,1,0,0,1,-1,0,-1,0,0,0,0,0,0,NA,NA,NA,Hungary
Mexico,Americas,42,2017,2,1,1,2,1,1,-1,0,0,0,0,-1,0,-2,0,NA,NA,NA,Mexico
Virgin Islands (USA),Americas,42,2017,2,1,2,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Virgin Islands (USA)
Mozambique,Africa,42,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Mozambique
Nepal,Asia,42,2017,2,3,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Nepal
Mongolia,Asia,49,2017,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Mongolia
Aruba,Americas,49,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Aruba
Croatia,Europe,49,2017,1,2,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Croatia
Bosnia and Herzegovina,Europe,49,2017,1,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,NA,NA,NA,Bosnia and Herzegovina
Costa Rica,Americas,49,2017,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Costa Rica
Slovakia,Europe,49,2017,1,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Slovakia
Bolivia,Americas,49,2017,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Bolivia
Taiwan,Asia,49,2017,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,Taiwan
Italy,Europe,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Italy
Greece,Europe,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Greece
Cyprus,Asia,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Cyprus
Curaçao,Americas,49,2017,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Curaçao
Macau,Asia,49,2017,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Macau
Bermuda,Americas,62,2017,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Bermuda
Lithuania,Europe,62,2017,0,2,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,NA,NA,NA,Lithuania
Benin,Africa,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Benin
Venezuela,Americas,62,2017,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Venezuela
Montenegro,Europe,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Montenegro
Sint Maarten,Americas,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Sint Maarten
Latvia,Europe,62,2017,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Latvia
Kosovo,Europe,62,2017,0,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Kosovo
Nicaragua,Americas,62,2017,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Nicaragua
Bulgaria,Europe,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Bulgaria
Japan,Asia,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Japan
British Virgin Islands,Americas,62,2017,0,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,NA,NA,NA,British Virgin Islands
Cambodia,Asia,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Cambodia
China incl. Hong Kong,Asia,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,People's Republic of China
Philippines,Asia,62,2017,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,Philippines
Vietnam,Asia,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Vietnam
Albania,Europe,62,2017,0,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Albania
Romania,Europe,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Romania
Seychelles,Africa,80,2017,-1,2,0,0,0,0,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Seychelles
Poland,Europe,80,2017,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Poland
Chile,Americas,80,2017,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-2,0,NA,NA,NA,Chile
Moldova,Europe,80,2017,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Moldova
Laos,Asia,80,2017,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,Laos
Kazakhstan,Asia,80,2017,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,NA,NA,NA,Kazakhstan
San Marino,Europe,80,2017,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,NA,NA,NA,San Marino
Monaco,Europe,80,2017,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Monaco
Guinea-Bissau,Africa,80,2017,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,NA,NA,NA,Guinea-Bissau
Panama,Americas,89,2017,-2,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,Panama
Honduras,Americas,89,2017,-2,2,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Honduras
Cape Verde,Africa,89,2017,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,Cape Verde
El Salvador,Americas,89,2017,-2,2,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,El Salvador
Vanuatu,Oceania,89,2017,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Vanuatu
Ukraine,Europe,89,2017,-2,1,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Ukraine
Fiji,Oceania,89,2017,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,NA,NA,NA,Fiji
Gabon,Africa,89,2017,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,NA,NA,NA,Gabon
Serbia,Europe,89,2017,-2,2,0,0,0,1,-1,0,-1,0,-1,-2,0,0,0,NA,NA,NA,Serbia
Armenia,Asia,89,2017,-2,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,NA,NA,NA,Armenia
Azerbaijan,Asia,89,2017,-2,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,NA,NA,NA,Azerbaijan
North Macedonia,Europe,89,2017,-2,0,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,NA,NA,NA,North Macedonia
Mauritius,Africa,101,2017,-3,1,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Mauritius
Rwanda,Africa,101,2017,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Rwanda
Georgia,Asia,101,2017,-3,2,0,0,0,1,-2,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Georgia
Kyrgyzstan,Asia,101,2017,-3,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,NA,NA,NA,Kyrgyzstan
Myanmar,Asia,101,2017,-3,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Myanmar
Tunisia,Africa,101,2017,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Tunisia
Botswana,Africa,101,2017,-3,1,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Botswana
Cuba,Americas,101,2017,-3,1,0,0,0,1,0,-1,-1,0,0,-1,0,-2,0,NA,NA,NA,Cuba
Burkina Faso,Africa,101,2017,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Burkina Faso
Singapore,Asia,101,2017,-3,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Singapore
Peru,Americas,101,2017,-3,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Peru
Belize,Americas,112,2017,-4,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,NA,NA,NA,Belize
Namibia,Africa,112,2017,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Namibia
Barbados,Americas,112,2017,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Barbados
Lebanon,Asia,112,2017,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Lebanon
South Korea,Asia,112,2017,-4,0,0,0,0,1,-2,-1,-1,0,0,-1,0,0,0,NA,NA,NA,South Korea
Guatemala,Americas,112,2017,-4,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Guatemala
Trinidad & Tobago,Americas,112,2017,-4,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,NA,NA,NA,Trinidad and Tobago
Tajikistan,Asia,112,2017,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Tajikistan
Suriname,Americas,112,2017,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,NA,NA,NA,Suriname
Equatorial Guinea,Africa,112,2017,-4,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,NA,NA,NA,Equatorial Guinea
Antigua & Barbuda,Americas,112,2017,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Antigua and Barbuda
Burundi,Africa,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Burundi
India,Asia,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,India
Dem. Rep. of Congo,Africa,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Democratic Republic of the Congo
Angola,Africa,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Angola
Sri Lanka,Asia,123,2017,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Sri Lanka
Republic of the Congo,Africa,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Republic of the Congo
Samoa,Oceania,123,2017,-5,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Samoa
Sierra Leone,Africa,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Sierra Leone
Oman,Asia,123,2017,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,NA,NA,NA,Oman
Syria,Asia,123,2017,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Syria
Madagascar,Africa,123,2017,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Madagascar
Bahrain,Asia,123,2017,-5,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,NA,NA,NA,Bahrain
Ivory Coast,Africa,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Ivory Coast
Paraguay,Americas,123,2017,-5,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Paraguay
Grenada,Americas,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Grenada
Belarus,Europe,123,2017,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,0,0,0,NA,NA,NA,Belarus
Morocco,Africa,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Morocco
Brunei,Asia,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Brunei
Kenya,Africa,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kenya
Haiti,Americas,139,2017,-6,0,0,0,0,1,-2,0,0,0,-1,-2,0,-2,0,NA,NA,NA,Haiti
Bhutan,Asia,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Bhutan
Djibouti,Africa,139,2017,-6,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,NA,NA,NA,Djibouti
Central African Rep.,Africa,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Central African Republic
Ghana,Africa,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Ghana
Eritrea,Africa,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Eritrea
Tonga,Oceania,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Tonga
Togo,Africa,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Togo
Liberia,Africa,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Liberia
The Bahamas,Americas,139,2017,-6,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,NA,NA,NA,The Bahamas
Pakistan,Asia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Pakistan
Zambia,Africa,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Zambia
Uzbekistan,Asia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Uzbekistan
Nigeria,Africa,139,2017,-6,0,0,0,0,0,0,0,-1,-1,0,-2,-1,0,-1,NA,NA,NA,Nigeria
Malaysia,Asia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Malaysia
